Student ID,First Name,Last Name,Email,Lab 1,Lab 2,Lab 3,Lab 4,Lab 5,Lab 6,Lab 7,Lab 8,Lab 9,Lab 10
94871750,AJIBOLA,Sheehan,ajibola.sheehan@mumail.ie,4,2.4,4,3.12,3.72,3.12,3.6,4,2,4
67254598,AL-AMEEN,Power,al-ameen.power@mumail.ie,3.76,3.84,3.48,4,2.32,2.88,2.92,4,4,1.76
71154497,ALEXANDER,Boyle,alexander.boyle@mumail.ie,4,4,4,2.4,3.64,3.56,1.68,3.2,1,0
31931305,AMENAGHAWON,O'Reilly,amenaghawon.oreilly@mumail.ie,4,3.04,3.64,0,0,0,0,0,0,0
77473690,AOIFE,Quinn,aoife.quinn@mumail.ie,1.4,1.04,0.44,0.84,0,1.24,0.4,0,0,0
55094480,AUSTIN,Maher,austin.maher@mumail.ie,4,4,4,3.96,4,4,2.08,1.6,0,3.44
35320195,BRENDAN,O'Connor,brendan.oconnor@mumail.ie,4,4,4,3.84,3.48,1.12,1.2,2,3,0.28
81769123,BROOKLYN,Doyle,brooklyn.doyle@mumail.ie,4,4,4,3.8,2.08,3.12,2.72,3.6,4,3.72
22313524,CAITLIN,Keane,caitlin.keane@mumail.ie,4,0,0,0,0,0,0,0,0,0
71830478,CARLOS,O'Brien,carlos.obrien@mumail.ie,4,4,4,4,4,4,4,4,4,4
55965532,CILLIAN,Brennan,cillian.brennan@mumail.ie,4,4,4,3.32,3.68,0,0,4,1.6,1.16
96754197,CILLIAN,Brennan,cillian.brennan@mumail.ie,4,4,4,4,4,4,4,4,0,3.6
92157513,CONALL,Murray,conall.murray@mumail.ie,2.52,4,4,4,4,2.24,2.88,4,1,2.28
28109761,DANILA,McMahon,danila.mcmahon@mumail.ie,4,4,4,2,4,4,3.92,2.8,0,4
33867994,DARREN,Moore,darren.moore@mumail.ie,4,4,4,4,4,4,4,4,4,4
80667580,DAVID,Callaghan,david.callaghan@mumail.ie,4,2.4,4,2.68,3.36,0,0.56,1.12,1.72,1.48
59524742,DAVID,McMahon,david.mcmahon@mumail.ie,4,3.76,4,1.6,2.64,2.24,0.32,0,0,0
94824610,EMILIJA,Power,emilija.power@mumail.ie,4,2.52,4,4,0.72,2.12,2.4,3,0,0.56
29029987,EMMA,Quinn,emma.quinn@mumail.ie,4,4,4,3.8,4,4,4,4,4,0
40435657,ENDA,Maguire,enda.maguire@mumail.ie,4,4,4,4,3.28,3.32,4,4,0,0
21452781,FRANCIS,Lynch,francis.lynch@mumail.ie,0,0,0,0,0,0,0,0,0,0
17996963,FRANCIS,Flynn,francis.flynn@mumail.ie,4,4,4,4,4,4,4,4,4,4
44639956,GAVIN,O'Brien,gavin.obrien@mumail.ie,3.96,3.2,1.92,1.6,1.84,2.24,1.52,3.4,4,4
43670750,HANS,Collins,hans.collins@mumail.ie,4,4,4,4,4,4,1.76,2.8,0.2,2.28
51984127,IYANUOLUWA,Reid,iyanuoluwa.reid@mumail.ie,4,4,4,4,4,4,4,4,4,4
90636857,JACK,O'Connor,jack.oconnor@mumail.ie,0,0,0,0,1.8,2.68,2.44,4,4,4
27285481,JAMES,Finnegan,james.finnegan@mumail.ie,0,0,0,0,0,0,0,0,0,0
91106388,JAMIE,Fitzgerald,jamie.fitzgerald@mumail.ie,3.96,4,4,4,4,4,4,4,4,4
14882960,JASMINE,McMahon,jasmine.mcmahon@mumail.ie,4,4,4,4,2.88,3.96,3.6,3.6,0,4
49820973,JOSHUA,Gallagher,joshua.gallagher@mumail.ie,1.36,4,4,2.8,4,2.24,0,1.6,0,0
89340541,JOSHUA,Boyle,joshua.boyle@mumail.ie,4,4,4,4,3.08,4,2.84,4,0.72,3.72
67714530,KATIE,Maher,katie.maher@mumail.ie,2,0,2.84,1,0,0,0,0,0,0
42938631,KIAN,McMahon,kian.mcmahon@mumail.ie,4,4,4,3.92,3.08,0,2.8,4,2.16,3.96
12385441,KILLIAN,McCarthy,killian.mccarthy@mumail.ie,4,4,4,3.36,2.2,0,0.12,0.96,0,4
13889013,LEO,McMahon,leo.mcmahon@mumail.ie,4,4,4,4,4,4,4,0,3.4,4
29331915,LEON,Donovan,leon.donovan@mumail.ie,4,4,3.8,3.36,0.72,2.4,0.96,0,0,0
20818529,LUCA,Barry,luca.barry@mumail.ie,4,3.6,4,3.6,2.2,3.56,0,2.4,0,2.28
43736747,MATTHEW,Kelly,matthew.kelly@mumail.ie,4,3.6,4,1.92,1.4,0,0.8,2.2,1.4,0
97427902,MEGAN,Smith,megan.smith@mumail.ie,4,3.88,2.56,3.8,4,4,3.92,4,4,4
77901366,MICHAEL,Quinn,michael.quinn@mumail.ie,4,4,4,4,4,3.44,3.04,4,4,4
49417477,NIALL,O'Neill,niall.oneill@mumail.ie,3.6,4,4,3.2,3.48,4,1.96,4,4,0
13923218,NIAMH,Kelly,niamh.kelly@mumail.ie,4,4,4,2.8,3.4,1.76,1.04,1.32,0,2.84
16640820,NIAMH,Carroll,niamh.carroll@mumail.ie,4,0,3.84,1.28,2.36,4,2.44,3.36,1.4,3
23158909,RIONA,Higgins,riona.higgins@mumail.ie,4,4,4,3.6,4,1.32,2.4,2.8,0,1.64
26460428,RUAIRI,Moran,ruairi.moran@mumail.ie,4,4,4,4,2.56,2.68,2.04,2.32,0,0
84753489,SEAN,Collins,sean.collins@mumail.ie,4,4,4,3.52,4,2.56,4,4,0,1.48
34371289,SEIF-EDDINE,Gallagher,seif-eddine.gallagher@mumail.ie,4,0,2.24,1.6,1.44,1.76,0,0.8,0,0.6
29489924,SINEAD,Moore,sinead.moore@mumail.ie,4,4,4,4,3.6,4,4,4,0,4
45144205,THOMAS,Maguire,thomas.maguire@mumail.ie,4,4,4,3.6,3,3.04,1.92,3.4,4,3.6
84670111,THOMAS,Walsh,thomas.walsh@mumail.ie,4,4,4,4,3.76,3.36,3.76,4,4,4
90996365,YERO,McCarthy,yero.mccarthy@mumail.ie,4,3.28,3.96,2.8,3.56,3.96,3.4,2.8,1,1.6
64075942,YOUNES,Reid,younes.reid@mumail.ie,4,4,2.68,4,3.6,4,3.4,4,3,4
